image_id,tag_id,tag_name,votes_1,votes_2,votes_3,votes_4,votes_5,votes_6,votes_7,votes_8,votes_9,votes_10
111089,2,Cityscape,5,7,23,48,64,45,39,15,10,4
112320,18,Still Life,6,12,33,65,84,52,15,7,3,1
112298,18,Still Life,5,8,43,82,85,23,9,4,0,2
112502,18,Still Life,4,19,50,72,80,36,6,1,1,0
112232,2,Cityscape,1,7,26,55,92,53,18,7,3,0
111443,18,Still Life,2,3,15,30,77,64,37,17,12,3
111660,2,Cityscape,1,9,36,71,91,38,12,7,3,0
111991,18,Still Life,0,2,6,19,47,69,54,41,24,8
112380,2,Cityscape,6,10,35,69,68,40,23,11,5,2
111594,20,Architecture,6,16,40,82,76,31,6,4,0,0
21661,18,Still Life,1,2,7,30,38,22,5,3,1,0
21700,15,Nature,0,2,12,26,37,22,5,4,0,0
21657,15,Nature,0,1,9,23,40,24,10,4,0,0
21929,18,Still Life,0,0,7,20,36,22,18,7,3,0
21991,15,Nature,1,0,5,15,35,36,14,7,0,0
21986,15,Nature,1,0,3,7,28,34,17,9,12,1
21669,15,Nature,0,0,7,10,27,35,19,10,5,2
21412,15,Nature,0,0,2,12,19,25,35,11,2,2
21502,15,Nature,2,2,10,10,36,20,16,9,2,1
21842,2,Cityscape,1,2,6,20,21,24,20,7,6,0
21596,14,Landscape,1,2,7,20,38,27,11,1,1,0
21477,15,Nature,0,1,4,18,27,28,19,4,4,2
21852,18,Still Life,0,1,5,13,23,33,20,7,6,2
21742,20,Architecture,1,1,3,4,20,22,24,27,5,4
21830,15,Nature,2,2,6,12,40,29,16,4,1,1
21930,18,Still Life,0,1,5,13,29,28,20,9,1,1
21937,18,Still Life,0,2,3,4,13,20,30,21,8,12
21993,18,Still Life,0,1,2,17,40,26,16,6,4,0
21963,15,Nature,0,6,10,28,36,21,6,2,1,0
21932,18,Still Life,0,2,3,4,18,36,27,11,4,2
21960,15,Nature,0,1,4,7,22,33,21,11,6,6
21911,20,Architecture,0,0,5,13,24,25,23,14,5,1
21922,2,Cityscape,1,1,7,7,36,29,18,10,2,0
21753,15,Nature,0,2,7,12,22,25,22,6,12,4
21965,15,Nature,0,2,2,14,21,26,27,13,4,4
21714,18,Still Life,0,0,7,11,21,25,25,10,7,2
21641,15,Nature,0,9,14,31,38,14,2,1,1,0
21914,14,Landscape,1,3,6,23,39,26,10,2,2,0
21955,18,Still Life,0,0,3,15,27,31,16,8,11,3
21947,15,Nature,1,1,5,6,12,22,23,26,10,7
21500,2,Cityscape,1,0,3,7,23,26,26,17,4,2
21831,14,Landscape,0,2,6,24,42,23,13,5,0,0
21826,18,Still Life,0,0,9,23,35,27,14,2,0,1
21895,18,Still Life,1,0,7,22,35,25,11,5,4,0
21920,18,Still Life,0,0,5,4,19,23,28,19,11,3
21988,18,Still Life,0,1,3,9,24,32,25,13,3,3
21676,15,Nature,0,0,5,10,31,37,12,10,5,3
21885,18,Still Life,0,1,3,1,18,23,22,16,14,12
21989,14,Landscape,0,3,2,14,25,19,22,14,8,3
21957,18,Still Life,0,1,4,1,17,23,29,16,19,4
21931,27,Rural,1,0,11,21,27,27,13,4,2,0
21774,18,Still Life,15,15,35,35,9,3,0,0,0,0
21971,18,Still Life,1,4,24,29,30,17,7,0,0,0
240081,14,Landscape,0,6,18,27,64,54,29,16,9,2
238924,15,Nature,2,7,24,35,74,43,29,14,5,5
239143,18,Still Life,19,26,43,50,50,31,10,4,4,1
239886,7,Sky,0,2,17,27,74,60,39,19,6,2
240383,15,Nature,1,16,15,52,82,35,12,4,2,2
240513,18,Still Life,1,2,8,16,57,66,42,30,13,8
238681,7,Sky,3,4,15,26,53,66,47,19,10,5
238077,15,Nature,8,7,38,73,52,32,17,4,3,2
240226,18,Still Life,6,11,9,38,83,54,29,6,3,1
238845,15,Nature,6,15,25,59,70,30,16,7,5,3
240398,15,Nature,1,8,25,46,82,45,20,13,2,2
240529,18,Still Life,3,7,24,31,61,45,31,23,4,3
237907,15,Nature,6,8,20,34,64,56,19,20,4,3
239812,15,Nature,2,1,3,14,48,49,56,38,32,14
240112,15,Nature,14,18,30,48,54,40,19,12,3,4
240350,7,Sky,0,1,8,25,58,58,42,25,12,11
240281,18,Still Life,5,8,22,58,67,55,12,3,4,1
239809,15,Nature,5,6,13,45,80,50,18,14,1,3
238929,18,Still Life,4,1,20,38,83,51,21,9,2,5
238147,18,Still Life,4,9,19,48,65,49,23,7,4,3
239567,20,Architecture,5,16,39,73,68,13,12,3,2,3
240275,28,Water,30,40,43,62,41,14,3,2,0,2
240408,18,Still Life,7,12,21,78,62,37,18,2,4,1
240181,7,Sky,21,29,54,72,40,14,3,2,0,1
239743,14,Landscape,5,12,35,84,75,20,8,3,3,0
239381,15,Nature,2,3,9,34,100,45,28,13,9,1
237710,18,Still Life,1,3,11,21,62,67,44,24,7,5
237953,15,Nature,11,31,42,70,43,22,8,1,2,3
240368,15,Nature,3,8,31,71,76,31,10,3,2,1
238897,15,Nature,4,14,28,63,70,33,19,4,2,5
239625,20,Architecture,3,3,17,36,81,52,29,4,2,2
240486,15,Nature,2,17,18,70,76,28,20,9,2,1
238374,15,Nature,2,5,21,46,81,48,19,8,0,0
239607,18,Still Life,17,20,39,64,54,24,9,6,2,1
239654,15,Nature,3,13,24,57,60,39,17,13,2,5
240002,15,Nature,3,7,25,49,70,47,20,18,2,1
240139,18,Still Life,0,7,7,39,69,47,41,18,7,3
238408,7,Sky,1,3,13,25,70,56,39,13,7,5
240375,18,Still Life,4,9,14,48,70,47,21,7,2,2
240385,15,Nature,6,17,29,65,66,33,5,3,0,2
240045,18,Still Life,25,25,46,72,40,14,4,3,1,1
240586,18,Still Life,6,4,11,41,58,51,33,19,10,4
240059,15,Nature,4,8,16,51,69,40,18,9,3,5
240284,18,Still Life,2,2,6,34,57,54,45,27,11,11
239365,27,Rural,5,1,19,47,94,46,18,3,4,2
239644,2,Cityscape,30,41,39,67,33,6,2,1,0,1
240379,15,Nature,3,6,19,60,66,54,14,11,1,3
239738,18,Still Life,1,2,8,24,65,64,46,20,10,6
239721,15,Nature,2,3,18,29,63,72,27,20,6,2
238752,18,Still Life,1,3,11,22,70,55,42,16,11,6
240223,15,Nature,1,4,16,33,91,65,15,10,3,2
237788,15,Nature,15,22,44,90,52,12,3,2,2,2
240270,18,Still Life,2,4,9,41,68,49,33,16,11,4
239230,15,Nature,4,6,33,49,56,43,20,18,5,4
239274,14,Landscape,0,2,7,24,63,54,37,25,12,9
239610,28,Water,1,2,4,22,39,60,38,42,15,18
240556,15,Nature,5,19,45,73,55,27,14,3,1,1
240225,18,Still Life,5,9,26,54,74,34,16,4,3,1
238590,14,Landscape,6,21,31,49,70,33,16,10,3,1
240393,15,Nature,2,4,16,30,66,56,28,16,7,5
240449,18,Still Life,0,11,29,54,77,25,26,6,5,2
240604,15,Nature,8,9,24,49,91,25,21,4,1,1
237779,28,Water,0,2,7,10,32,35,48,45,29,40
238206,15,Nature,14,19,46,65,50,17,5,5,0,2
240489,18,Still Life,15,20,44,69,57,19,10,1,1,0
240438,18,Still Life,10,14,31,75,68,30,10,2,3,2
238251,15,Nature,9,8,28,62,63,37,17,11,4,3
237976,15,Nature,0,8,16,40,73,60,23,9,4,2
240074,18,Still Life,22,31,48,56,40,22,5,4,0,3
238975,28,Water,1,7,15,47,71,56,24,19,3,2
238170,18,Still Life,6,4,12,42,84,46,24,13,4,2
238838,15,Nature,1,4,15,39,82,49,25,12,1,4
240105,18,Still Life,10,10,18,45,62,39,31,7,2,3
240386,18,Still Life,7,17,29,65,75,26,13,3,1,1
240044,14,Landscape,4,10,14,43,62,57,24,20,9,4
238742,18,Still Life,1,5,8,20,55,64,55,21,18,3
239395,14,Landscape,8,9,26,52,58,35,21,16,6,7
239501,7,Sky,0,7,11,22,55,71,38,27,17,7
240229,14,Landscape,1,12,18,49,79,42,19,6,3,2
240358,18,Still Life,0,1,4,9,50,65,44,32,19,5
239260,14,Landscape,5,10,23,64,69,42,20,6,3,0
239191,18,Still Life,7,12,34,52,64,31,21,9,3,4
239736,18,Still Life,3,4,15,39,72,47,31,17,6,2
238770,15,Nature,4,5,16,43,61,49,34,18,9,3
239643,2,Cityscape,11,7,26,47,74,30,22,15,4,1
238150,15,Nature,5,9,26,76,72,26,16,1,1,1
240431,18,Still Life,1,8,22,45,80,42,21,11,3,3
237547,20,Architecture,1,4,12,14,47,51,51,28,22,24
240200,15,Nature,4,2,11,21,85,57,27,18,5,6
239740,7,Sky,7,18,23,63,65,38,11,6,1,0
240231,15,Nature,38,35,51,62,25,13,3,3,0,0
238468,15,Nature,4,14,37,71,64,29,13,3,1,2
239677,15,Nature,6,9,31,72,62,26,11,13,1,0
239818,7,Sky,6,1,14,33,61,60,32,25,4,7
240015,15,Nature,5,9,26,51,85,34,13,6,2,1
240111,15,Nature,2,2,7,22,59,59,36,26,14,5
237672,18,Still Life,1,6,16,45,70,52,20,14,5,2
238244,15,Nature,1,0,4,14,44,53,48,36,26,13
240007,15,Nature,5,5,27,40,47,45,34,19,7,9
239475,15,Nature,2,7,17,38,90,45,17,9,2,2
240522,15,Nature,1,4,9,41,78,56,32,21,6,3
239838,18,Still Life,2,9,22,54,79,48,13,9,3,2
239194,18,Still Life,2,6,10,34,66,52,36,14,7,3
239964,18,Still Life,2,3,10,36,83,55,22,21,3,5
240512,15,Nature,1,2,5,12,32,57,61,30,26,21
240047,15,Nature,1,5,14,41,60,59,26,16,5,5
238459,18,Still Life,4,9,14,46,81,44,18,7,2,3
240227,7,Sky,2,1,15,38,53,59,29,15,7,7
240495,14,Landscape,4,13,25,58,56,34,22,10,3,5
240434,15,Nature,1,8,21,57,72,37,22,10,6,3
237991,15,Nature,6,10,27,74,66,31,13,3,1,1
240211,15,Nature,1,7,29,63,75,20,16,4,3,1
240578,7,Sky,2,3,16,37,70,50,31,22,6,3
239645,15,Nature,4,3,18,49,81,47,18,5,5,2
240381,15,Nature,6,8,22,56,74,30,19,7,1,1
238183,7,Sky,33,43,39,67,33,10,7,3,1,0
237856,18,Still Life,5,6,11,50,47,51,33,22,9,7
240422,15,Nature,4,12,25,63,63,32,12,4,2,2
240310,14,Landscape,1,3,13,37,78,57,38,14,5,4
239300,18,Still Life,3,6,18,54,52,51,36,12,2,4
240129,15,Nature,5,9,22,45,64,46,16,20,4,5
239163,15,Nature,5,8,23,59,84,40,12,11,3,0
239905,15,Nature,3,5,20,53,92,42,10,6,1,2
240137,18,Still Life,33,46,48,60,35,9,6,0,3,0
238959,15,Nature,2,7,20,38,83,51,23,13,1,7
239951,28,Water,6,12,19,44,48,46,26,17,11,3
240142,14,Landscape,2,6,19,49,67,47,21,12,3,6
238832,15,Nature,2,6,19,49,79,49,14,8,3,1
238133,15,Nature,2,4,15,60,80,51,13,7,3,0
240606,18,Still Life,3,3,13,32,76,61,25,15,7,4
239504,15,Nature,1,3,17,35,74,52,30,17,8,4
240356,18,Still Life,6,5,22,35,69,53,24,14,2,4
240273,18,Still Life,2,1,14,28,66,70,30,11,6,4
240457,18,Still Life,0,3,5,18,51,69,46,28,10,8
238821,18,Still Life,3,14,30,74,77,27,14,0,2,0
238048,20,Architecture,7,10,30,45,51,52,20,10,7,4
239608,18,Still Life,3,9,31,53,72,38,20,5,5,2
240523,15,Nature,9,21,32,47,55,42,13,11,3,1
324798,18,Still Life,0,2,6,34,65,77,42,17,12,7
326123,2,Cityscape,24,44,55,71,49,12,5,0,0,1
324633,15,Nature,5,18,28,39,73,58,16,9,2,2
323707,15,Nature,2,12,31,72,74,39,17,3,3,2
323372,15,Nature,5,11,22,53,82,53,18,9,1,2
325871,15,Nature,1,5,12,28,71,59,45,18,6,5
326218,2,Cityscape,3,6,11,31,75,80,36,15,3,5
325331,18,Still Life,3,4,7,31,59,79,43,21,13,3
326489,15,Nature,0,2,7,23,57,83,44,24,16,6
324708,7,Sky,2,11,23,70,58,42,25,16,2,1
324629,15,Nature,0,10,14,52,94,47,25,4,7,5
323814,15,Nature,1,3,7,39,64,69,40,26,7,7
326345,15,Nature,1,1,12,30,70,75,35,25,8,2
325401,15,Nature,3,12,22,47,82,50,28,9,0,2
326097,2,Cityscape,7,17,17,55,87,35,10,8,1,0
326107,18,Still Life,0,3,9,18,56,90,51,28,13,7
325204,15,Nature,3,9,26,63,84,41,20,5,3,1
323279,20,Architecture,3,17,37,69,76,34,14,6,4,0
326439,18,Still Life,3,4,7,22,57,59,67,40,12,11
324969,14,Landscape,4,12,38,66,71,36,17,6,0,2
323773,15,Nature,0,1,3,5,27,49,55,60,40,29
326080,15,Nature,2,2,11,21,74,66,54,19,12,6
325980,15,Nature,2,15,31,54,85,39,13,13,3,1
326018,18,Still Life,6,11,25,55,73,45,15,10,7,2
325478,18,Still Life,4,19,28,68,78,35,11,3,1,0
326413,15,Nature,3,15,37,69,80,31,6,8,3,1
325512,2,Cityscape,5,15,22,69,82,41,14,3,2,0
324749,15,Nature,2,3,13,48,75,65,34,17,3,2
323348,15,Nature,1,15,25,62,91,32,19,9,2,2
326396,18,Still Life,1,1,9,6,30,75,64,49,31,12
323797,18,Still Life,3,11,22,52,98,36,25,11,3,1
326395,28,Water,1,2,3,6,26,52,78,57,36,28
326038,18,Still Life,1,2,6,22,55,75,50,23,16,6
325468,15,Nature,2,11,30,57,94,48,13,3,2,0
323735,15,Nature,4,13,31,81,79,31,10,1,0,0
326529,18,Still Life,10,11,39,78,79,32,9,4,1,0
326148,15,Nature,1,5,10,50,88,65,27,13,3,2
326487,15,Nature,2,5,18,45,82,78,24,10,4,4
324625,18,Still Life,1,4,9,39,82,69,38,16,8,4
326570,18,Still Life,1,2,7,33,69,87,34,18,7,0
323440,15,Nature,36,57,61,69,32,8,0,2,0,0
326528,18,Still Life,10,14,36,52,52,42,28,11,10,2
324947,15,Nature,2,1,7,25,65,74,38,32,13,12
326028,18,Still Life,4,13,41,75,67,30,11,2,3,1
325391,15,Nature,1,4,17,53,97,41,24,13,2,3
324469,18,Still Life,2,2,8,39,71,66,34,22,11,9
326083,20,Architecture,1,10,17,44,82,66,29,17,3,2
326515,15,Nature,2,9,20,36,79,48,30,16,13,7
325162,15,Nature,0,5,10,34,83,68,25,14,7,3
325063,18,Still Life,6,14,23,59,95,32,10,5,1,0
325881,15,Nature,0,5,4,29,80,66,33,22,13,5
324881,2,Cityscape,0,2,9,34,58,67,50,27,8,6
325806,18,Still Life,3,7,18,32,77,66,30,13,3,2
325143,18,Still Life,7,25,37,65,83,33,9,4,2,0
324613,18,Still Life,1,10,10,29,92,70,30,17,6,2
326576,18,Still Life,0,2,9,26,75,74,42,20,7,4
323459,18,Still Life,11,35,42,76,62,23,7,2,2,1
324452,27,Rural,5,19,17,49,91,49,12,11,3,0
324592,18,Still Life,0,3,6,11,40,77,72,40,30,8
324544,14,Landscape,5,2,13,39,63,61,35,15,15,7
325892,15,Nature,13,19,42,80,58,19,11,2,0,1
323886,14,Landscape,0,1,1,4,40,70,58,52,18,18
325966,18,Still Life,2,4,9,42,56,69,35,18,10,9
325880,18,Still Life,1,2,3,20,59,86,46,35,13,6
326586,18,Still Life,2,11,28,56,81,42,15,6,3,1
326226,14,Landscape,0,4,10,20,67,60,50,27,12,9
326056,15,Nature,1,2,20,41,92,51,35,20,4,1
326375,18,Still Life,0,2,11,13,59,78,52,38,8,11
326106,18,Still Life,0,5,9,28,68,71,31,26,8,7
326207,15,Nature,4,11,23,74,89,36,22,4,2,0
325073,15,Nature,7,20,35,68,89,23,12,6,3,0
326330,14,Landscape,0,1,6,14,42,65,55,44,22,16
324236,15,Nature,5,15,28,61,64,47,26,6,4,1
326351,15,Nature,2,3,7,28,75,70,46,14,8,4
326553,18,Still Life,15,34,38,66,56,37,12,5,1,2
326143,18,Still Life,4,26,38,76,81,18,11,3,1,0
325366,15,Nature,2,6,14,40,82,53,42,15,13,5
324528,18,Still Life,1,1,10,37,72,66,47,14,4,6
324586,18,Still Life,2,2,4,6,40,48,61,44,29,25
326048,7,Sky,1,3,18,49,74,68,24,12,4,3
323952,15,Nature,6,13,39,53,72,33,23,12,4,2
324012,15,Nature,3,3,11,46,84,67,25,6,2,2
325906,15,Nature,2,3,6,32,69,65,39,16,15,2
324609,28,Water,5,2,10,31,52,65,41,31,20,13
324742,15,Nature,0,6,9,31,84,80,38,12,8,1
323995,14,Landscape,3,8,26,59,85,51,22,1,3,1
325196,7,Sky,1,2,10,24,55,67,37,26,15,9
325541,18,Still Life,1,1,5,13,38,55,66,44,22,26
323636,18,Still Life,1,1,10,18,75,75,47,22,16,3
326580,18,Still Life,1,2,7,27,54,70,51,31,17,12
326007,15,Nature,0,7,11,25,85,64,31,18,11,1
324736,15,Nature,6,12,29,60,75,46,19,7,0,0
324751,7,Sky,0,3,6,33,69,73,43,14,13,5
326448,18,Still Life,3,18,22,67,79,46,15,3,3,1
326573,18,Still Life,5,3,15,35,69,74,31,18,9,3
325511,15,Nature,1,7,14,52,79,61,22,11,3,1
325241,15,Nature,2,8,21,58,91,50,29,4,3,1
326353,15,Nature,0,2,13,28,61,73,37,22,8,4
325515,28,Water,1,3,14,39,80,66,29,23,4,8
326441,14,Landscape,11,19,38,61,62,34,12,3,6,1
325432,7,Sky,5,16,37,62,65,30,13,5,2,1
324582,20,Architecture,5,7,24,53,79,54,27,11,3,1
325976,18,Still Life,5,5,36,62,82,42,18,9,1,0
326360,18,Still Life,1,15,48,79,76,24,6,1,2,0
326078,18,Still Life,2,4,10,32,85,66,35,14,5,7
324615,14,Landscape,1,3,11,35,66,64,39,27,15,2
323400,18,Still Life,4,6,32,46,87,31,21,7,2,1
325740,15,Nature,0,0,12,23,65,82,53,20,5,3
326497,15,Nature,6,11,21,54,73,48,15,14,4,0
325235,18,Still Life,2,5,11,43,74,65,30,8,2,4
324674,14,Landscape,1,7,30,52,87,44,23,14,2,0
616242,18,Still Life,1,0,3,14,54,55,30,13,8,1
615731,14,Landscape,1,4,8,33,52,44,16,7,6,1
617500,18,Still Life,3,0,7,18,60,42,25,10,2,1
616885,18,Still Life,0,1,4,12,47,57,34,14,7,2
616963,18,Still Life,0,1,3,14,49,58,27,18,4,5
616488,28,Water,1,1,5,24,62,42,21,12,2,2
617476,15,Nature,2,1,12,36,59,36,9,6,4,1
617301,15,Nature,0,4,12,36,60,36,14,10,1,0
617477,7,Sky,1,1,8,12,48,61,31,13,2,4
617364,14,Landscape,2,5,11,63,43,26,10,6,3,2
617100,15,Nature,2,3,14,60,58,22,10,2,2,1
615744,14,Landscape,1,5,12,32,63,34,20,9,0,1
616191,15,Nature,0,2,1,16,54,53,27,15,9,5
615595,15,Nature,1,0,1,18,35,56,41,16,9,5
617225,15,Nature,5,3,8,36,65,37,9,7,2,1
617496,7,Sky,6,9,18,45,42,22,16,6,3,2
615561,7,Sky,0,0,4,11,41,43,35,22,7,9
616893,14,Landscape,1,10,13,49,53,21,11,4,2,0
615625,15,Nature,1,2,9,16,44,53,25,12,9,1
616901,18,Still Life,0,0,4,6,27,55,37,25,16,11
617292,28,Water,1,0,3,22,37,48,36,17,7,8
617498,15,Nature,0,6,8,32,54,43,17,11,3,1
616483,28,Water,3,0,2,13,36,47,42,13,12,12
616659,18,Still Life,0,2,4,18,54,54,32,8,7,2
615627,28,Water,0,1,3,12,40,63,31,19,7,3
616366,15,Nature,1,6,12,42,60,33,7,3,1,0
617383,15,Nature,0,4,4,15,53,47,25,8,7,2
617380,7,Sky,2,6,5,23,48,54,12,7,4,4
616042,18,Still Life,1,2,3,23,61,55,19,9,2,0
617441,18,Still Life,3,9,11,36,74,29,11,1,2,1
617006,18,Still Life,0,0,5,4,35,58,35,23,14,4
616044,18,Still Life,1,4,5,15,45,54,25,10,7,4
616970,28,Water,0,2,9,23,63,51,23,7,3,1
617486,18,Still Life,0,1,0,14,43,52,38,21,12,3
616023,15,Nature,2,4,9,36,63,33,10,7,0,1
616259,18,Still Life,1,8,14,39,49,36,15,5,3,3
617249,28,Water,0,2,1,11,23,43,45,19,29,20
615818,14,Landscape,1,8,17,52,63,27,7,4,0,0
616135,18,Still Life,0,3,5,25,42,54,27,14,4,4
616199,18,Still Life,1,1,7,27,55,48,16,9,2,3
617187,18,Still Life,2,0,5,10,29,53,43,19,15,8
617414,15,Nature,1,1,12,36,65,31,15,7,4,1
617405,7,Sky,1,4,7,26,62,49,17,3,3,2
617427,18,Still Life,2,2,5,23,44,59,22,8,2,2
617376,14,Landscape,3,2,13,37,56,34,15,6,4,2
617485,18,Still Life,1,2,9,30,74,38,13,8,4,0
616573,18,Still Life,0,2,0,8,33,54,35,32,12,7
617328,15,Nature,0,1,2,20,33,59,30,15,6,3
615719,18,Still Life,0,0,5,15,39,57,31,15,4,2
617139,15,Nature,0,2,7,28,56,43,15,18,5,6
616541,18,Still Life,0,1,6,17,42,54,27,19,9,1
617222,14,Landscape,7,2,16,50,64,22,8,3,1,1
617275,18,Still Life,0,1,6,25,56,46,21,10,5,1
617396,14,Landscape,0,3,7,40,66,35,12,11,2,1
616971,18,Still Life,2,3,3,26,59,47,16,10,4,2
617466,18,Still Life,3,2,13,43,72,29,11,2,2,1
617467,14,Landscape,1,3,5,27,45,54,20,8,5,6
616854,28,Water,0,0,2,5,20,51,35,29,22,11
617234,15,Nature,1,14,24,63,47,12,8,3,2,0
616533,18,Still Life,0,2,0,17,51,52,30,19,6,2
615746,15,Nature,0,6,8,36,68,35,14,6,3,1
617332,27,Rural,2,5,15,53,55,26,16,2,3,0
616273,15,Nature,2,1,16,64,47,22,8,3,2,0
617109,14,Landscape,1,0,4,18,53,46,28,11,6,1
617307,18,Still Life,0,1,6,15,42,47,36,21,11,0
616374,14,Landscape,1,0,4,23,53,40,29,14,3,2
616030,14,Landscape,1,2,7,9,32,59,31,24,10,2
615485,18,Still Life,3,6,13,56,54,32,7,3,1,0
617289,18,Still Life,0,0,2,14,67,44,27,18,4,3
617106,15,Nature,0,2,2,13,41,65,39,12,10,4
617480,15,Nature,4,5,10,48,61,31,13,4,2,1
919013,28,Water,2,2,5,13,39,68,34,24,12,4
918320,15,Nature,1,5,2,13,37,69,34,27,16,3
918857,15,Nature,1,4,15,23,56,64,29,9,6,2
918226,14,Landscape,1,4,11,25,79,54,22,2,4,2
918658,14,Landscape,1,5,5,20,59,58,36,16,4,1
919167,18,Still Life,0,1,4,7,46,60,48,28,8,8
919155,15,Nature,1,4,6,24,68,58,24,14,4,0
918858,7,Sky,3,5,30,62,67,25,3,5,0,1
918057,18,Still Life,0,1,4,6,24,46,67,30,20,14
918982,15,Nature,7,8,13,31,55,45,28,16,5,1
918924,18,Still Life,10,15,44,70,58,6,1,0,0,2
918259,15,Nature,0,6,13,42,89,42,10,4,0,0
919132,15,Nature,0,9,12,27,65,56,29,7,3,1
919029,27,Rural,4,18,38,75,51,12,0,0,0,0
918214,18,Still Life,3,1,9,33,70,61,21,5,1,0
917941,15,Nature,1,4,6,28,69,58,28,7,3,2
918996,15,Nature,1,5,10,34,57,42,32,10,3,5
919009,18,Still Life,3,4,9,53,65,37,15,5,1,1
919030,18,Still Life,2,12,14,57,75,24,6,0,3,0
918842,14,Landscape,1,1,8,23,73,58,21,11,4,4
919082,18,Still Life,2,3,2,8,18,52,38,43,19,31
918337,14,Landscape,4,3,16,62,75,32,9,5,0,1
917986,7,Sky,3,4,11,32,74,53,16,4,1,0
918378,18,Still Life,0,2,4,10,62,74,34,19,5,2
919075,15,Nature,0,3,13,34,90,42,11,6,0,0
918601,14,Landscape,0,3,6,17,60,73,29,11,2,2
919091,18,Still Life,3,4,6,28,64,53,36,12,7,2
918675,15,Nature,2,6,20,40,78,28,14,7,0,1
919137,15,Nature,4,6,18,40,87,34,6,0,0,3
107895,28,Water,8,0,6,21,33,49,30,16,23,16
107458,20,Architecture,3,4,17,52,59,32,16,10,1,1
108018,18,Still Life,0,0,9,22,60,43,27,19,11,1
107963,15,Nature,0,0,11,29,69,47,27,10,3,1
107966,15,Nature,0,2,5,26,60,53,28,19,6,2
107946,7,Sky,1,3,5,32,59,44,26,5,7,2
108091,15,Nature,1,0,5,33,65,48,21,10,8,1
107817,15,Nature,0,1,1,19,34,63,43,22,12,5
108007,15,Nature,1,16,42,60,56,11,4,0,0,1
107753,15,Nature,1,1,5,19,62,43,36,20,3,4
108071,14,Landscape,0,1,7,27,64,50,21,10,5,6
108100,20,Architecture,0,0,2,18,34,49,51,25,8,5
107893,20,Architecture,0,1,1,10,23,40,44,40,20,21
107747,2,Cityscape,0,2,1,5,17,34,47,37,30,29
107904,20,Architecture,0,2,7,22,50,54,38,12,5,4
107922,18,Still Life,0,1,3,11,49,75,32,15,4,1
107393,7,Sky,2,9,22,46,65,24,13,5,3,1
107763,15,Nature,0,3,4,33,70,62,17,7,1,1
107843,14,Landscape,0,2,9,34,68,43,16,9,3,2
106597,28,Water,0,2,9,33,69,42,25,4,2,1
107626,2,Cityscape,0,1,9,25,61,56,15,16,4,4
106581,14,Landscape,0,2,6,27,61,64,19,5,1,2
107471,20,Architecture,1,2,10,40,85,30,17,5,2,2
108105,18,Still Life,1,1,9,39,64,47,22,7,4,3
107909,18,Still Life,0,2,3,20,49,50,36,20,8,4
107607,15,Nature,0,2,0,13,38,48,48,26,14,5
107745,15,Nature,0,7,9,36,74,40,14,3,2,2
107535,15,Nature,0,3,8,31,57,49,20,12,8,4
108101,20,Architecture,0,1,3,7,35,54,42,32,12,6
107694,15,Nature,2,3,26,60,68,22,8,1,0,1
107376,18,Still Life,0,5,21,49,60,28,22,5,0,2
108031,15,Nature,0,0,5,19,45,58,29,24,8,5
107856,18,Still Life,0,1,3,19,55,57,38,11,9,5
107927,18,Still Life,0,3,9,36,68,46,17,5,1,3
108059,7,Sky,0,0,4,13,47,55,34,27,5,9
107260,28,Water,1,3,5,37,45,43,32,18,7,4
108083,15,Nature,1,1,20,51,54,35,16,4,2,3
108014,15,Nature,0,0,15,35,88,37,12,2,2,1
107193,18,Still Life,1,5,20,54,64,29,15,2,0,2
107780,15,Nature,0,4,6,15,40,68,42,17,5,3
107937,15,Nature,0,1,7,23,39,52,39,18,9,3
107637,15,Nature,0,1,6,18,59,47,42,9,8,3
108064,14,Landscape,4,8,16,64,54,34,7,4,1,1
107537,20,Architecture,2,2,15,47,67,34,17,4,3,4
107648,15,Nature,0,4,30,45,54,40,15,2,1,2
108087,18,Still Life,1,1,16,44,77,37,12,2,3,2
107842,15,Nature,2,5,15,50,73,27,10,1,3,1
108066,18,Still Life,0,1,8,30,60,53,23,10,6,3
107941,15,Nature,0,0,6,41,49,45,23,20,6,3
107386,27,Rural,0,1,13,25,47,59,37,9,4,4
107964,14,Landscape,4,5,23,56,67,21,8,5,1,2
107598,2,Cityscape,0,2,14,41,43,44,25,8,3,2
107693,14,Landscape,1,2,14,56,58,37,16,6,1,3
108016,2,Cityscape,1,0,11,26,62,54,18,14,2,2
107960,15,Nature,1,0,10,35,52,47,33,9,4,2
107973,15,Nature,0,1,1,5,30,30,48,38,19,21
107912,15,Nature,2,10,24,63,54,23,8,3,0,1
108111,15,Nature,4,8,31,57,53,24,7,3,0,1
107934,15,Nature,2,3,7,21,63,56,22,11,3,1
107830,2,Cityscape,0,2,4,26,54,65,25,13,3,1
108023,14,Landscape,0,1,5,33,58,39,33,14,7,4
106642,18,Still Life,1,3,18,52,76,31,8,4,1,2
106818,20,Architecture,1,0,4,15,47,55,33,20,5,10
62074,18,Still Life,9,28,57,81,68,26,10,3,0,0
61988,15,Nature,8,23,55,73,72,28,14,7,6,0
62005,28,Water,4,8,20,31,71,61,48,23,6,3
61924,15,Nature,2,3,6,20,34,85,53,55,22,17
61978,15,Nature,3,21,54,89,59,38,10,5,1,0
61934,18,Still Life,7,25,34,67,83,31,25,12,4,0
61410,18,Still Life,7,22,53,94,54,26,5,6,3,0
